system:index,LC,LC_num,POINT_ID,asc_dpol_median,asc_vh_median,asc_vh_stDev,asc_vv_median,asc_vv_stDev,desc_dpol_median,desc_vh_median,desc_vh_stDev,desc_vv_median,desc_vv_stDev,source,votes,.geo
00000000000000009e36_0,Artificial land,1,42762514,-5117,-9692,2071,1894,2744,4446,-8794,1592,-1978,2226,LUCAS_point,0.9896192696192696,
00000000000000009e47_0,Artificial land,1,42442518,1972,-9278,2531,-4705,1744,1497,-11078,1655,-7399,1645,LUCAS_point,0.9843887649375455,
00000000000000009e48_0,Artificial land,1,43962482,3104,-14350,5289,-4623,7117,3144,-12806,4197,-4072,4706,LUCAS_point,0.984186109635711,
00000000000000009e4c_0,Artificial land,1,42622492,1526,-10119,1937,-6632,2557,1875,-10889,6223,-5806,6185,LUCAS_point,0.9838807113754593,
00000000000000009e4d_0,Artificial land,1,42562504,1455,-9573,2317,-6579,1952,10901,-7062,3398,-648,2631,LUCAS_point,0.9834554169554169,
00000000000000009e71_0,Artificial land,1,42422452,2108,-10483,2233,-4974,1558,3668,-12329,1798,-3361,1709,LUCAS_point,0.9795761665870362,
00000000000000009e89_0,Artificial land,1,43982478,1765,-8618,3977,-4883,4440,2496,-12528,2164,-5019,2083,LUCAS_point,0.9771596273144261,
00000000000000009e8d_0,Artificial land,1,42562488,3480,-7366,2223,-2116,1662,1889,-9239,1983,-4891,1862,LUCAS_point,0.9769167767397507,
00000000000000009e95_0,Artificial land,1,43022514,8470,-10922,2801,-1289,2749,1148,-7849,2022,-6839,1556,LUCAS_point,0.9756559851753539,
00000000000000009e96_0,Artificial land,1,42722498,-3254,-10246,2013,3149,3508,-3361,-11355,2571,3378,3232,LUCAS_point,0.9756086070791953,
00000000000000009e9a_0,Artificial land,1,42982486,11723,-13816,1780,-1179,2626,-3547,-11313,2224,3189,2545,LUCAS_point,0.9753165571589,
00000000000000009eda_0,Artificial land,1,42462492,2760,-8715,2350,-3157,2105,2926,-10319,1745,-3527,1335,LUCAS_point,0.9695605396991763,
00000000000000009f26_0,Artificial land,1,42662476,1466,-15360,4425,-10479,2585,1423,-8134,3216,-5718,3758,LUCAS_point,0.9634316961634577,
00000000000000009f5b_0,Artificial land,1,42722496,-3140,-9923,1952,3160,1341,1820,-15366,2571,-8444,2375,LUCAS_point,0.9597507519404433,
00000000000000009fd0_0,Artificial land,1,44102474,8944,-12347,4145,-1380,5124,4484,-7996,3444,-1783,2268,LUCAS_point,0.9510227808401432,
0000000000000000a022_0,Artificial land,1,43142424,1496,-7645,5406,-5109,2146,2710,-10977,1480,-4051,2173,LUCAS_point,0.9458925298820935,
0000000000000000a03a_0,Artificial land,1,42502440,1036,-11617,4644,-11209,4082,-3380,-12509,2539,3701,4260,LUCAS_point,0.944139092851904,
0000000000000000a040_0,Artificial land,1,42602502,3108,-16371,1927,-5266,1391,1603,-14521,2477,-9059,1618,LUCAS_point,0.9435863107814327,
0000000000000000a04f_0,Artificial land,1,42602500,8702,-12172,2367,-1399,2438,2978,-10475,2267,-3518,2186,LUCAS_point,0.9429389047172058,
0000000000000000a060_0,Artificial land,1,43982480,2151,-12130,3581,-5639,4154,2572,-11466,2152,-4457,2712,LUCAS_point,0.9415519755879146,
