system:index,LC,LC_num,POINT_ID,asc_dpol_median,asc_vh_median,asc_vh_stDev,asc_vv_median,asc_vv_stDev,desc_dpol_median,desc_vh_median,desc_vh_stDev,desc_vv_median,desc_vv_stDev,source,votes,.geo
00000000000000009e6a_0,Artificial land,1,38842498,-1282,-11634,1460,9077,2798,-709,-4028,3004,5682,3818,LUCAS_point,0.9800578149920255,
00000000000000009e8a_0,Artificial land,1,38082670,-1300,-7328,1983,5636,3349,-1702,-7068,2066,4152,2073,LUCAS_point,0.9770337608727702,
00000000000000009f38_0,Artificial land,1,38102626,103314,-7629,1876,-74,1728,2351,-9629,2392,-4095,2265,LUCAS_point,0.9622203193250649,
00000000000000009f6f_0,Artificial land,1,38102628,-2909,-5275,1282,1814,1843,3973,-12660,1684,-3187,3290,LUCAS_point,0.9585456762897621,
00000000000000009fe0_0,Artificial land,1,37382690,1825,-13579,1948,-7441,1842,-5576,-6629,1610,1189,1292,LUCAS_point,0.950346723824665,
0000000000000000a08a_0,Artificial land,1,38882636,2539,-13219,2295,-5206,1868,3034,-16483,1930,-5432,1489,LUCAS_point,0.93896119524796,
0000000000000000a137_0,Artificial land,1,38242550,7312,-7969,2803,-1090,3536,19897,-14770,2196,-742,2786,LUCAS_point,0.9277465728606562,
0000000000000000a240_0,Artificial land,1,37902538,1855,-9158,1042,-4938,925,2132,-6573,3865,-3083,2011,LUCAS_point,0.9116684851630672,
0000000000000000a379_0,Artificial land,1,37942518,2998,-7610,1640,-2539,1209,6492,-10943,4309,-1686,4329,LUCAS_point,0.8910047931100563,
0000000000000000a3ac_0,Artificial land,1,38822496,6345,-16955,2736,-2672,2336,2369,-4789,2871,-2022,2880,LUCAS_point,0.8877686621118629,
0000000000000000a3dc_0,Artificial land,1,37462692,1594,-14789,2230,-9279,1922,1575,-14527,2410,-9223,2479,LUCAS_point,0.8845105668046844,
0000000000000000a40f_0,Artificial land,1,37862546,-25813,-9637,1685,373,2700,-1907,-12558,2443,6587,2239,LUCAS_point,0.8812656583689416,
0000000000000000a44c_0,Artificial land,1,38602518,-80613,-14912,2187,185,3328,2447,-14846,2095,-6068,1946,LUCAS_point,0.8770099541423071,
0000000000000000a46c_0,Artificial land,1,37342506,2567,-10516,2858,-4096,1419,2594,-8371,15081,-3226,16639,LUCAS_point,0.8741260096405491,
0000000000000000a4f3_0,Artificial land,1,37942516,3304,-9451,1726,-2861,1607,2524,-10642,2062,-4215,2204,LUCAS_point,0.8641178898860623,
0000000000000000a522_0,Artificial land,1,37322684,-2597,-14778,2304,5690,4426,3318,-9222,1376,-2780,977,LUCAS_point,0.8608484425589196,
0000000000000000a56b_0,Artificial land,1,37662590,3655,-8215,1280,-2248,2118,2129,-12781,1990,-6004,2103,LUCAS_point,0.8561112751485024,
0000000000000000a5c0_0,Artificial land,1,37862544,1998,-9490,1649,-4749,1624,25858,-10139,2491,-392,2142,LUCAS_point,0.8513384948706665,
0000000000000000a5c4_0,Artificial land,1,37842542,2262,-13182,1900,-5826,1832,1566,-6457,1649,-4123,2071,LUCAS_point,0.8507964575539948,
0000000000000000a61e_0,Artificial land,1,38822494,1885,-12672,1831,-6723,2089,1324,-11450,2212,-8645,2694,LUCAS_point,0.8456552641285163,
000000000000000061e5_0,Woodland,3,37142506,1620,-12738,2351,-7865,2024,1613,-13744,2266,-8519,1957,LUCAS_point,1,
00000000000000006206_0,Woodland,3,37262492,1629,-13706,2118,-8412,2070,1493,-15414,2151,-10328,1963,LUCAS_point,1,
