system:index,LC,LC_num,POINT_ID,asc_dpol_median,asc_vh_median,asc_vh_stDev,asc_vv_median,asc_vv_stDev,desc_dpol_median,desc_vh_median,desc_vh_stDev,desc_vv_median,desc_vv_stDev,source,votes,.geo
00000000000000009f9b_0,Artificial land,1,27201748,1620,-13394,2257,-8266,2323,4746,-10630,2277,-2240,2161,LUCAS_point,0.9557170005864143,
0000000000000000a046_0,Artificial land,1,27581860,1634,-13113,1965,-8024,2471,2452,-6767,1370,-2759,1307,LUCAS_point,0.9433199238133448,
0000000000000000a481_0,Artificial land,1,27141748,3040,-11738,1755,-3861,2074,3431,-6331,2316,-1845,1786,LUCAS_point,0.8725031018635669,
0000000000000000a48a_0,Artificial land,1,26881766,3337,-9512,2544,-2850,1577,-1749,-6939,1709,3967,1616,LUCAS_point,0.8720586243032064,
0000000000000000a545_0,Artificial land,1,27781850,1419,-9931,5027,-6999,1562,1391,-10958,2314,-7878,1866,LUCAS_point,0.8586024704759405,
0000000000000000a657_0,Artificial land,1,28221734,4307,-7090,5321,-1646,2070,-4301,-5580,3174,1297,1690,LUCAS_point,0.842215635241951,
00000000000000008b15_0,Shrubland,4,28361782,1562,-17444,3903,-11167,1374,1656,-18038,2230,-10891,1515,LUCAS_point,0.6954790565321874,
00000000000000008bc0_0,Shrubland,4,28381786,2048,-15507,4484,-7572,1582,1544,-15997,1946,-10364,1983,LUCAS_point,0.655970907925931,
00000000000000008c0e_0,Shrubland,4,27641758,1531,-15979,2558,-10436,1936,2631,-15368,2396,-5842,2166,LUCAS_point,0.6400172872253131,
00000000000000008c4b_0,Shrubland,4,27581764,1579,-18355,2717,-11622,1710,2149,-13225,1835,-6152,1854,LUCAS_point,0.628954431496464,
00000000000000008c71_0,Shrubland,4,28181800,1435,-15241,4445,-10621,1632,1589,-16716,2732,-10521,2093,LUCAS_point,0.6231328158202262,
00000000000000008cda_0,Shrubland,4,26541768,1732,-14524,2160,-8384,1831,1567,-16001,2054,-10213,1956,LUCAS_point,0.6056312500241509,
00000000000000008d49_0,Shrubland,4,28241796,1783,-16187,4530,-9078,2520,1776,-16084,2303,-9055,1957,LUCAS_point,0.5890153379477797,
00000000000000008d98_0,Shrubland,4,27861762,1672,-15290,4405,-9143,1505,1853,-15884,2256,-8572,1742,LUCAS_point,0.5804069888504128,
00000000000000008dab_0,Shrubland,4,27381780,1645,-15176,2007,-9227,1914,1623,-15504,1999,-9551,1940,LUCAS_point,0.5775238645826881,
00000000000000008de9_0,Shrubland,4,26501766,1523,-16289,2283,-10694,1986,1626,-14845,2110,-9128,1958,LUCAS_point,0.5689551844203007,
00000000000000008df2_0,Shrubland,4,27941760,1479,-16326,4466,-11036,1830,1576,-15387,1903,-9761,1817,LUCAS_point,0.5674428521344681,
00000000000000008df6_0,Shrubland,4,26861798,2170,-13353,1847,-6152,2028,1600,-15627,2164,-9766,1413,LUCAS_point,0.5662961419700934,
00000000000000008e21_0,Shrubland,4,27841786,1431,-13637,4481,-9533,1743,1611,-17642,2359,-10948,1960,LUCAS_point,0.5615697310819262,
00000000000000008e28_0,Shrubland,4,27641750,1662,-16449,2398,-9899,1619,1553,-16701,2659,-10753,1831,LUCAS_point,0.5600677690008814,
00000000000000008e78_0,Shrubland,4,27661778,1602,-16191,2393,-10104,2171,1695,-15152,2113,-8939,1863,LUCAS_point,0.5514648041187029,
00000000000000008e92_0,Shrubland,4,28461792,1720,-18800,4153,-10931,2273,1528,-18295,2671,-11973,2037,LUCAS_point,0.5484642888687006,
00000000000000008ea1_0,Shrubland,4,28141780,1637,-14997,4232,-9162,2008,1544,-16898,2256,-10944,1962,LUCAS_point,0.5467275306142395,
00000000000000008ec8_0,Shrubland,4,28341790,2086,-18080,4628,-8669,1269,1914,-17664,2515,-9228,2986,LUCAS_point,0.5425915750915751,
00000000000000008ed2_0,Shrubland,4,28341794,1608,-17320,4433,-10769,2052,1515,-15729,2450,-10383,2004,LUCAS_point,0.5410564067746636,
00000000000000008ed6_0,Shrubland,4,27821770,1766,-17296,4581,-9796,1643,1554,-15774,9885,-10152,14490,LUCAS_point,0.5406660309102993,
00000000000000008f04_0,Shrubland,4,28181784,1695,-14714,4413,-8683,1588,1642,-15973,2143,-9727,1906,LUCAS_point,0.5346924294031383,
00000000000000008f12_0,Shrubland,4,27441766,1579,-15432,2361,-9771,1722,1885,-13864,1957,-7353,1972,LUCAS_point,0.5336061630079407,
00000000000000008f1b_0,Shrubland,4,28261764,1579,-15687,4520,-9933,1915,1563,-14972,1995,-9580,2274,LUCAS_point,0.5326167786461904,
00000000000000008f3c_0,Shrubland,4,28281802,1620,-15000,4511,-9257,1621,1643,-17295,2495,-10528,1962,LUCAS_point,0.5300673384015787,
00000000000000008f4b_0,Shrubland,4,27701752,1467,-16851,4563,-11484,1749,1809,-18735,2787,-10354,2137,LUCAS_point,0.5282089750931486,
00000000000000008f56_0,Shrubland,4,28301792,1604,-16305,4210,-10164,1688,1738,-17668,2446,-10165,2044,LUCAS_point,0.526721869006295,
00000000000000008f62_0,Shrubland,4,27681812,1874,-13951,4602,-7446,1417,1632,-19515,2559,-11955,1893,LUCAS_point,0.5252830347332494,
00000000000000008f6e_0,Shrubland,4,28321778,1564,-14466,4451,-9249,1842,1390,-15587,2079,-11214,1821,LUCAS_point,0.5243766968366979,
00000000000000008fd3_0,Shrubland,4,27501758,2012,-16147,1933,-8026,2447,1740,-14983,2702,-8611,2078,LUCAS_point,0.5146116567450246,
00000000000000008fe3_0,Shrubland,4,28481794,2181,-14389,4595,-6598,1709,1569,-14306,2210,-9116,1838,LUCAS_point,0.5128678184560538,
00000000000000008fe4_0,Shrubland,4,28301832,1618,-12818,5049,-7924,1826,1590,-15254,1895,-9593,1881,LUCAS_point,0.512831206948854,
00000000000000008fe5_0,Shrubland,4,26961776,1662,-14698,2225,-8846,1983,2417,-14304,1832,-5918,2126,LUCAS_point,0.5128115719552852,
0000000000000000900f_0,Shrubland,4,27121792,1648,-15930,2249,-9665,1731,1618,-14827,1773,-9166,1804,LUCAS_point,0.5088436729226203,
00000000000000009018_0,Shrubland,4,27641768,1570,-15774,2390,-10049,1767,1566,-15829,2412,-10108,2096,LUCAS_point,0.5080364971099699,
