system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
00000000000000009e34_0,Artificial land,1,37702880,1281000,1356000,1472000,1490000,1315000,185,-148,-176,-111,43,581,85,-3,-24,35,59,112,0,41,22,20,1394000,1324000,LUCAS_point,1659000,1315000,0.9899206349206349,
00000000000000009e43_0,Artificial land,1,37742888,2230000,2428000,2542000,2472000,2303000,88,-18,-85,17,56,273,21,-24,-55,-6,18,58,-27,-4,61,-10,2465000,2407000,LUCAS_point,2244000,1870000,0.9855713420930813,
00000000000000009e5f_0,Artificial land,1,38902924,1774000,1979000,2096000,1601000,1556000,144,-162,-186,-150,-110,209,34,-4,-31,13,33,67,-3,6,41,12,1916000,1867000,LUCAS_point,2077000,1925000,0.9812521037521037,
00000000000000009e69_0,Artificial land,1,37562876,1197500,1362500,1485000,1458000,1253500,179,-197,-230,-163,-122,169,75,32,-1,46,69,105,41,44,13,25,1390000,1220000,LUCAS_point,1733000,1468000,0.980126679974241,
00000000000000009e94_0,Artificial land,1,37582864,1553000,1949500,2117000,1704000,1591500,160,-111,-156,-79,26,422,115,30,5,72,116,156,51,66,105,22,1893000,1635000,LUCAS_point,1853000,1354000,0.9757717269756709,
00000000000000009ed4_0,Artificial land,1,38602864,1575000,2042500,2252000,1491500,1364500,107,-219,-265,-201,-176,-64,259,81,31,131,207,293,101,125,125,207,2001000,1342000,LUCAS_point,2052000,1355000,0.9701952661781303,
00000000000000009f28_0,Artificial land,1,37802884,1716500,1917500,2072500,1920000,1850000,193,-139,-189,-94,-31,284,79,20,2,32,68,117,16,32,32,28,1982000,1864000,LUCAS_point,2122000,1717000,0.9633807359175006,
00000000000000009f30_0,Artificial land,1,37682880,1286000,1680000,1844000,1474500,1289500,164,-225,-237,-191,-128,430,152,77,-22,106,135,183,97,109,101,88,1664000,1259000,LUCAS_point,1929000,1391000,0.9628038844453239,
00000000000000009f4d_0,Artificial land,1,38882752,1276000,1436000,1623000,1428000,1303000,74,-251,-295,-221,-176,-83,139,81,43,105,139,207,83,109,109,134,1779000,1439000,LUCAS_point,2039000,1595000,0.9607641677471523,
00000000000000009f9a_0,Artificial land,1,38822816,1145500,1325000,1430500,1315500,1081000,81,-175,-243,-125,-73,82,107,51,5,62,98,159,48,77,43,51,1202500,1027000,LUCAS_point,1407000,1142000,0.9557825766001877,
00000000000000009f9d_0,Artificial land,1,37742902,977000,1178000,1297000,1269000,1055000,160,-132,-161,-103,-42,649,221,76,-39,135,159,243,100,153,132,41,1274000,949000,LUCAS_point,1301000,951000,0.9556799594981087,
00000000000000009fa2_0,Artificial land,1,37642884,1272500,1556000,1701500,1392500,1244000,144,-167,-221,-117,-43,364,75,15,-27,60,89,139,15,66,91,27,1352500,1181500,LUCAS_point,1643500,1274500,0.9553235758014447,
00000000000000009fab_0,Artificial land,1,37602888,1308000,1428000,1457000,1805000,1630000,78,-31,-75,22,152,280,24,-36,-72,-12,24,37,-34,-11,54,-16,1569000,1648000,LUCAS_point,1518000,1262000,0.9541388666243318,
00000000000000009fb1_0,Artificial land,1,37882910,1430000,1723000,1895000,1594000,1428000,196,-185,-229,-156,-73,814,174,44,-91,80,108,206,39,96,39,43,1809000,1439500,LUCAS_point,1971000,1580000,0.953640864698139,
00000000000000009fc8_0,Artificial land,1,38622930,1323000,1600000,1773000,1326000,1139000,113,-279,-312,-244,-200,201,149,64,11,99,140,210,42,127,54,88,1430000,1100000,LUCAS_point,1895000,1442000,0.9517397446958868,
00000000000000009fd8_0,Artificial land,1,37602894,1155500,1417500,1573500,1206500,1004000,95,-347,-401,-323,-266,-5,234,107,41,215,253,325,227,227,174,63,1298000,916500,LUCAS_point,1904000,1610000,0.9506513025968115,
0000000000000000a020_0,Artificial land,1,38422734,1156000,1477000,1751000,1275000,1139000,104,-335,-364,-306,-259,213,229,165,74,215,252,298,166,243,134,185,1783000,1150000,LUCAS_point,2130000,1642000,0.94598123553544,
0000000000000000a098_0,Artificial land,1,37662882,1350500,1480000,1578500,1595500,1412000,99,-121,-163,-96,-60,89,61,10,-33,33,58,75,1,35,32,20,1565500,1439000,LUCAS_point,1743000,1476000,0.9384728918939446,
0000000000000000a09f_0,Artificial land,1,38862926,1098500,1457000,1718500,1269000,1003500,141,-341,-378,-305,-214,36,169,77,-19,119,159,211,73,122,129,101,1173500,876000,LUCAS_point,1900000,1494000,0.9378618969819227,
0000000000000000a0ae_0,Artificial land,1,37542860,1074500,1178500,1271500,1338000,1118000,187,-177,-204,-148,-81,518,111,24,-34,56,84,128,37,59,63,15,1236500,1070000,LUCAS_point,1519000,1226500,0.9365106888339003,
0000000000000000a0c4_0,Artificial land,1,37722888,1441500,1730000,1909500,1873000,1723000,95,50,-53,100,191,351,101,31,-25,59,100,143,51,80,135,6,1912000,1731500,LUCAS_point,1395000,1055000,0.935032235032235,
0000000000000000a0dc_0,Artificial land,1,38822812,1555000,1749000,1836000,1347500,1181000,88,-303,-351,-252,-204,-40,110,51,6,85,102,137,66,84,94,63,1631500,1382000,LUCAS_point,1985500,1771500,0.9333080957325756,
0000000000000000a0f2_0,Artificial land,1,39102886,1410000,1616000,1768000,1630000,1487000,55,-134,-158,-115,-64,61,108,53,26,74,97,132,55,73,54,87,1831000,1553000,LUCAS_point,1852000,1555000,0.9319172699413436,
0000000000000000a10b_0,Artificial land,1,38422902,1272500,1526500,1649000,1207000,1001500,147,-269,-306,-230,-174,349,175,62,-58,99,160,204,34,99,33,142,1606000,1240000,LUCAS_point,1637500,1251000,0.9307511918975333,
0000000000000000a12e_0,Artificial land,1,37742886,1190000,1561000,1732000,1329000,1131000,165,-221,-288,-181,-84,396,169,113,2,140,165,193,128,144,90,79,1535000,1113000,LUCAS_point,1622000,1304000,0.9286523182533369,
0000000000000000a152_0,Artificial land,1,37782850,1814000,2211000,2508000,1548000,1425500,136,-276,-299,-241,-193,207,131,119,70,131,167,186,117,145,57,132,2061500,1497500,LUCAS_point,2423000,1856500,0.9262090597574468,
0000000000000000a289_0,Artificial land,1,37722852,1506000,1856000,2073000,1372000,1273000,136,-260,-280,-234,-173,-72,186,107,52,146,178,201,116,112,115,57,1791000,1295000,LUCAS_point,1987000,1531000,0.9072650778367757,
0000000000000000a290_0,Artificial land,1,37542896,1049000,1160000,1234000,1264000,974000,184,-213,-408,-161,-18,319,69,-28,-115,13,69,147,-29,46,116,-87,864000,800000,LUCAS_point,1270000,1146000,0.9067695504304006,
0000000000000000a2a0_0,Artificial land,1,38642840,1756000,2163000,2385500,1486000,1351000,72,-373,-398,-343,-303,-55,109,62,40,84,98,169,69,88,96,72,2091500,1762000,LUCAS_point,2748000,2319000,0.9052376485303315,
0000000000000000a2e7_0,Artificial land,1,37562886,979000,1271000,1404000,1177000,951000,111,-277,-326,-227,-51,272,233,46,-18,145,240,298,135,179,76,23,1165000,859000,LUCAS_point,1453000,1095000,0.9006132467656301,
0000000000000000a2f3_0,Artificial land,1,37782904,2153000,2272000,2490000,1848000,1763000,161,-237,-279,-199,-143,128,37,-27,-98,3,21,70,-20,16,9,-62,1886000,1858000,LUCAS_point,2597000,2061000,0.8997048129045283,
0000000000000000a345_0,Artificial land,1,37662896,1097000,1454500,1590000,1287000,1081000,138,-210,-251,-178,-66,429,201,107,-22,170,204,265,164,183,40,1,1623500,1118000,LUCAS_point,1577500,1252500,0.8941965962052045,
0000000000000000a356_0,Artificial land,1,37722882,1079000,1214000,1347000,1354000,1139000,180,-172,-202,-152,-96,301,102,32,-27,52,83,116,49,61,97,-14,1180500,1070000,LUCAS_point,1538000,1234500,0.8934402507889737,
0000000000000000a3e3_0,Artificial land,1,37682898,1351500,1504000,1581000,1511000,1339500,215,-237,-388,-195,-122,164,46,14,-37,29,48,77,24,24,10,5,1518500,1440000,LUCAS_point,1993000,1862500,0.8840716361920697,
0000000000000000a3fb_0,Artificial land,1,37982942,2351500,2486500,2615000,2323000,2191000,96,15,-18,47,103,278,46,-4,-29,13,48,106,-3,29,58,1,2415500,2340500,LUCAS_point,1996500,1322500,0.8824261313052353,
0000000000000000a488_0,Artificial land,1,38862820,1532000,2128000,2472000,1407000,1290000,102,-358,-397,-342,-307,-19,286,152,130,197,262,343,165,191,100,211,2277000,1420000,LUCAS_point,2637000,2064000,0.8721103886177416,
0000000000000000a4cb_0,Artificial land,1,38982908,1448000,1753500,1978000,1325500,1153000,148,-350,-396,-300,-228,261,222,154,68,203,232,311,175,206,70,189,1910000,1227500,LUCAS_point,2297000,1784000,0.8668382527425604,
0000000000000000a533_0,Artificial land,1,38962740,1076000,1429000,1558000,1206000,1063000,130,-354,-418,-329,-280,93,281,195,141,232,302,352,219,304,121,188,1738000,1055000,LUCAS_point,2043000,1615000,0.8594227891457964,
0000000000000000a546_0,Artificial land,1,37622906,1760000,2379000,2547000,2059000,1950000,145,-139,-186,-54,6,389,115,48,-21,70,109,143,61,60,100,31,2388000,2014000,LUCAS_point,2329000,1739000,0.8585661279303676,
0000000000000000a5ea_0,Artificial land,1,38982934,1522000,2234000,2602000,1523000,1390000,152,-247,-324,-204,-163,176,279,147,99,183,229,403,153,189,112,116,2319000,1432000,LUCAS_point,2181000,1495000,0.8484230806484812,
0000000000000000a612_0,Artificial land,1,37702864,1675000,1920500,2059000,1443500,1344000,185,-337,-368,-292,-241,158,99,49,33,78,96,160,60,86,24,49,1856000,1582000,LUCAS_point,2474500,2307000,0.8462726333130132,
0000000000000000a625_0,Artificial land,1,37542882,934000,1275000,1417000,1187000,926500,130,-178,-218,-143,69,365,289,113,23,242,300,351,196,291,97,73,1357500,803000,LUCAS_point,1176000,850500,0.8453041107168184,
0000000000000000a654_0,Artificial land,1,38822780,1180000,1525000,1725000,1249000,1096000,101,-345,-385,-318,-262,-83,276,165,112,196,246,319,173,204,71,175,1713000,1116000,LUCAS_point,2192000,1530000,0.8424971867195556,
0000000000000000a65b_0,Artificial land,1,37782854,1074000,1566000,1768000,1321500,1079000,163,-222,-320,-198,-187,4,191,85,-21,110,139,197,85,112,230,-9,1237000,993500,LUCAS_point,1608500,1112000,0.8419374190490256,
0000000000000000a694_0,Artificial land,1,37542894,986000,1148000,1305000,1292000,985000,227,-212,-284,-156,365,669,91,-120,-194,63,97,142,-53,85,59,-168,1066000,899000,LUCAS_point,1415000,1042000,0.8366732312492381,
00000000000000006234_0,Woodland,3,37362708,711500,1811000,2293000,879500,701500,75,-252,-277,-201,-132,64,594,585,514,652,678,717,668,678,25,528,2208500,457000,LUCAS_point,1075000,425000,1,
00000000000000006235_0,Woodland,3,37362722,817000,2171000,2625000,900000,765000,139,-357,-390,-306,-201,369,587,498,266,681,747,792,579,748,29,266,2697000,479000,LUCAS_point,1483000,553000,1,
0000000000000000623c_0,Woodland,3,37402712,701000,1951000,2454000,890000,717000,64,-238,-283,-213,-157,343,620,619,438,661,685,714,635,694,21,447,2358000,468000,LUCAS_point,1104000,443000,1,
0000000000000000623d_0,Woodland,3,37402716,760000,2387000,3179000,897000,740000,217,-386,-452,-331,-214,554,713,452,204,720,780,809,661,779,16,204,2834000,437000,LUCAS_point,1478000,518000,1,
0000000000000000623e_0,Woodland,3,37402730,702500,1738500,2194500,878000,704500,82,-183,-212,-124,-73,284,577,566,434,627,657,682,620,661,22,487,2103000,478500,LUCAS_point,901500,384000,1,
00000000000000006241_0,Woodland,3,37422732,718000,1792000,2150000,902000,716000,86,-262,-284,-221,-114,222,589,530,284,592,664,693,530,673,12,409,2037000,472500,LUCAS_point,1121500,450500,1,
00000000000000006246_0,Woodland,3,37442742,816000,2149000,2636000,888000,740000,151,-346,-406,-306,-221,267,637,612,194,698,758,788,650,750,18,249,2619000,447000,LUCAS_point,1436000,535000,1,
00000000000000006247_0,Woodland,3,37442744,719000,2025500,2726500,889500,713500,153,-335,-405,-305,-250,31,765,566,211,713,775,801,686,768,33,211,2784500,440000,LUCAS_point,1372500,525000,1,
00000000000000006248_0,Woodland,3,37442746,721000,1806000,2133000,887000,716000,145,-288,-341,-234,-90,525,659,474,156,640,725,774,576,727,120,192,2106000,465000,LUCAS_point,1194000,503000,1,
00000000000000006249_0,Woodland,3,37442784,796000,2063000,2643000,948500,776500,189,-325,-442,-298,-202,282,740,494,185,658,738,778,619,704,75,260,2604500,500500,LUCAS_point,1392000,548000,1,
0000000000000000624b_0,Woodland,3,37462734,857000,2351000,2889000,932000,795000,192,-372,-437,-339,-237,234,661,382,130,663,756,780,630,772,18,166,2693000,509000,LUCAS_point,1575000,600000,1,
0000000000000000624f_0,Woodland,3,37482716,839000,2457000,3327000,872000,753000,188,-395,-452,-341,-287,336,781,682,311,746,810,840,717,806,7,311,3171000,440000,LUCAS_point,1507000,514000,1,
00000000000000006250_0,Woodland,3,37482792,737500,1733000,2220000,929500,739500,65,-210,-239,-155,-56,377,620,581,422,609,650,696,605,639,9,452,2161500,504500,LUCAS_point,1048500,429000,1,
00000000000000006254_0,Woodland,3,37502704,928000,2748000,3706000,902000,774000,167,-420,-443,-397,-317,133,761,560,185,719,791,827,707,775,40,290,3471000,499000,LUCAS_point,1756000,684000,1,
00000000000000006255_0,Woodland,3,37502720,714000,1930000,2311500,882500,709500,86,-321,-371,-240,-143,243,619,527,271,626,690,711,596,684,26,271,2118500,457500,LUCAS_point,1252000,515000,1,
00000000000000006256_0,Woodland,3,37502752,821500,2262500,3067000,920500,747500,159,-359,-423,-342,-275,239,682,596,329,714,791,809,628,778,21,329,2976500,481500,LUCAS_point,1495000,552500,1,
00000000000000006257_0,Woodland,3,37502786,780000,1931500,2393000,945500,784000,69,-180,-222,-132,-101,297,572,584,432,629,649,680,631,657,8,480,2329000,539500,LUCAS_point,1017500,416000,1,
00000000000000006258_0,Woodland,3,37502794,816000,1920000,2376000,922000,744000,83,-287,-313,-233,-193,387,570,531,293,584,639,703,582,639,37,293,1991000,486000,LUCAS_point,1227000,481000,1,
0000000000000000625e_0,Woodland,3,37522786,871000,2292000,3086000,953000,798000,198,-323,-381,-283,-222,265,751,535,177,699,751,798,649,727,140,177,3107000,514000,LUCAS_point,1427000,553000,1,
00000000000000006261_0,Woodland,3,37542778,804000,1936000,2400000,935000,772000,133,-311,-350,-266,-190,665,476,476,209,608,672,753,590,684,20,335,2282000,510000,LUCAS_point,1263000,536000,1,
00000000000000006264_0,Woodland,3,37562710,889000,2400500,3108000,915500,789000,127,-334,-394,-300,-264,35,732,600,416,701,774,804,634,736,14,292,2969500,504000,LUCAS_point,1504000,575500,1,
00000000000000006265_0,Woodland,3,37562732,730500,2066500,2629000,897500,722500,116,-304,-392,-260,-63,447,653,518,229,654,740,798,605,724,26,229,2322000,478500,LUCAS_point,1291000,501500,1,
00000000000000006266_0,Woodland,3,37562778,739000,1811000,2300000,926000,761000,110,-287,-302,-219,-142,67,628,530,436,634,677,733,595,695,29,493,2366000,538000,LUCAS_point,1140000,469000,1,
00000000000000006268_0,Woodland,3,37582772,824000,2343000,3099000,947000,779000,187,-372,-447,-323,-249,122,646,571,282,715,782,832,687,779,19,282,3211000,452000,LUCAS_point,1610000,566000,1,
00000000000000006269_0,Woodland,3,37582774,743000,1843000,2337500,933000,738000,91,-220,-260,-159,-123,285,599,573,352,641,668,709,646,678,22,572,2284500,480000,LUCAS_point,1010000,415000,1,
0000000000000000626b_0,Woodland,3,37602772,784000,2115000,2637000,944000,741000,161,-353,-421,-322,-232,-77,636,517,280,629,732,804,589,746,27,280,2446000,477000,LUCAS_point,1465000,543000,1,
0000000000000000626c_0,Woodland,3,37602850,801000,2185000,2805000,927000,758000,169,-341,-408,-282,-198,458,750,520,262,671,758,812,663,741,19,318,2670000,500000,LUCAS_point,1369000,546000,1,
0000000000000000626d_0,Woodland,3,37602916,786000,2232000,2710500,929500,759000,181,-354,-393,-319,-228,270,739,418,124,688,757,784,636,767,23,299,2796000,484000,LUCAS_point,1427500,577000,1,
