system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
000000000000000074a8_0,Woodland,3,48103856,691000,1468000,1755000,910000,693000,78,-198,-224,-156,-52,399,551,487,264,547,593,621,510,584,18,380,1753000,487000,LUCAS_point,949000,452000,1,
000000000000000074b6_0,Woodland,3,48143832,718000,1549000,1897000,908000,730000,62,-186,-215,-149,-17,514,555,523,257,571,630,674,540,635,7,398,1862500,490500,LUCAS_point,952000,447000,1,
000000000000000074c0_0,Woodland,3,48163840,715000,1746000,2117000,919000,698000,72,-232,-252,-178,-29,418,556,473,320,578,674,728,498,675,12,405,2016000,454000,LUCAS_point,1021000,442000,1,
000000000000000074cb_0,Woodland,3,48203856,702000,1635000,1928500,907000,697500,98,-222,-256,-166,117,566,558,476,139,577,632,681,585,639,14,225,1975000,468500,LUCAS_point,976000,451500,1,
000000000000000074e2_0,Woodland,3,48263806,741000,1632000,1958000,943000,741000,79,-165,-208,-127,19,355,566,494,151,578,623,696,535,655,18,415,1902000,504000,LUCAS_point,923000,415000,1,
000000000000000074e9_0,Woodland,3,48303826,712500,1425000,1724000,916000,710000,79,-239,-263,-176,50,276,503,416,297,503,552,610,482,558,14,361,1580000,497500,LUCAS_point,1001000,462500,1,
000000000000000074f1_0,Woodland,3,48343844,754000,1649500,1946500,919000,726000,89,-242,-273,-206,-36,540,543,474,216,546,621,678,480,630,17,447,1915500,506500,LUCAS_point,1085000,487500,1,
000000000000000074f9_0,Woodland,3,48383886,701000,1426000,1732000,939000,715000,83,-170,-193,-135,57,608,565,459,171,558,591,607,524,589,14,311,1741500,497500,LUCAS_point,884000,407000,1,
00000000000000007503_0,Woodland,3,48423848,762000,1621000,1820000,938000,740000,106,-242,-281,-214,-10,479,502,420,257,505,618,699,435,639,22,242,1869000,511000,LUCAS_point,1112000,500000,1,
00000000000000007507_0,Woodland,3,48443858,702500,1448000,1734500,935000,742000,59,-162,-189,-108,-63,517,554,501,210,573,609,638,564,614,12,210,1829000,502000,LUCAS_point,906000,434500,1,
00000000000000007519_0,Woodland,3,48503848,655000,1289000,1519500,930500,708000,99,-129,-191,-70,230,436,529,370,151,515,585,651,464,605,19,339,1455500,453500,LUCAS_point,790000,370000,1,
00000000000000007546_0,Woodland,3,48643954,689000,1418000,1652000,908000,696000,70,-146,-188,-83,-4,345,560,489,381,560,587,612,497,576,9,391,1615000,453000,LUCAS_point,847000,390000,1,
00000000000000007ca7_0,Woodland,3,48383830,696000,1601000,1952000,897000,703000,94,-199,-239,-164,13,625,570,504,89,594,640,686,600,656,19,265,1972000,476000,LUCAS_point,958000,439000,0.9978723404255319,
00000000000000008190_0,Bare land,6,48663912,1754000,1935000,2129000,1810000,1650000,161,-375,-411,-331,-289,149,145,109,2,128,144,175,132,111,117,-34,2270000,1745000,LUCAS_point,3333000,2623000,0.0641839174694268,
000000000000000094c9_0,Water,7,48523844,695500,1075500,1220000,952000,783000,173,-45,-110,67,145,643,148,44,-118,253,498,644,157,546,192,-70,1172500,564500,LUCAS_point,686500,351500,0.38783096630702446,
