system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
00000000000000009eed_0,Artificial land,1,39363212,1312000,1495000,1726000,1426000,1236000,78,-214,-245,-165,-85,123,48,15,-27,32,59,140,4,59,23,38,1451000,1239000,LUCAS_point,1706000,1290000,0.9678040128040128,
00000000000000009efe_0,Artificial land,1,39163222,1274000,1319500,1350000,1370500,1192500,169,-171,-191,-133,-44,235,4,-47,-98,-23,8,32,-42,-22,14,-72,1172000,1243500,LUCAS_point,1518000,1283500,0.9665092588776799,
00000000000000009fb5_0,Artificial land,1,39403214,1127000,1494000,1532000,1539000,1401000,123,-46,-97,11,122,435,95,15,-131,36,96,135,19,36,141,-131,1621000,1374000,LUCAS_point,1407000,1129000,0.9533858885345479,
00000000000000009fd9_0,Artificial land,1,39183216,1289500,1413500,1531500,1511000,1306500,189,-159,-185,-130,13,498,73,17,-47,49,74,92,28,48,42,0,1440000,1255000,LUCAS_point,1729000,1463500,0.9505407765236407,
0000000000000000a000_0,Artificial land,1,39263228,2061000,2336000,2434000,2266000,2436000,93,22,-108,68,122,324,61,23,-176,50,65,87,35,31,90,-50,2846000,2625000,LUCAS_point,2092000,1590000,0.948215425518057,
0000000000000000a08e_0,Artificial land,1,39243226,1429500,1521500,1577500,1891000,1718000,120,34,-24,72,155,721,-2,-35,-203,-13,12,42,-35,12,20,-123,1799000,1706000,LUCAS_point,1509000,1222500,0.9387877830765883,
0000000000000000a0cf_0,Artificial land,1,39123224,1068500,1112000,1284500,1329500,1066000,115,-137,-206,-62,-6,407,84,21,-76,66,97,161,59,73,17,-4,1252500,1092000,LUCAS_point,1307000,914500,0.9341428251861887,
0000000000000000a0d1_0,Artificial land,1,39323212,3543000,3796000,3852000,2521000,2351000,118,-89,-129,0,53,250,5,-50,-60,-19,11,38,-19,-26,28,-58,2726000,2706000,LUCAS_point,2839000,1840000,0.9338792048500719,
0000000000000000a10e_0,Artificial land,1,39123222,1476000,1509500,1594500,1739500,1596000,146,-75,-135,-40,42,425,7,-42,-104,-16,5,134,-29,-19,12,-84,1631500,1651000,LUCAS_point,1613500,1447500,0.9305464308514911,
0000000000000000a12c_0,Artificial land,1,39263212,1570000,1779000,1927000,1554000,1382000,137,-175,-201,-127,61,409,80,16,-70,57,68,140,16,58,53,0,1518000,1362000,LUCAS_point,1871000,1599000,0.9287711700947497,
