system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
00000000000000009e41_0,Artificial land,1,39342278,1604000,1684000,1798000,1533000,1399000,67,-174,-205,-159,-120,16,44,11,-39,19,35,59,19,17,48,12,1625000,1557000,LUCAS_point,1945000,1565000,0.9858692462864478,
00000000000000009e75_0,Artificial land,1,39662274,2035000,2394000,2590000,1572000,1564000,61,-363,-427,-340,-300,-255,99,73,47,92,124,153,131,95,83,62,2364000,1925000,LUCAS_point,3196000,2684000,0.9794266651198144,
00000000000000009ec6_0,Artificial land,1,39662272,2711000,3014000,3240000,2572500,2675000,87,-91,-151,-36,88,221,64,-4,-41,35,65,123,26,41,47,-14,3320000,3017500,LUCAS_point,2985000,2413000,0.9710511915341825,
00000000000000009ef1_0,Artificial land,1,39062312,2476500,2816000,3162250,1983750,2066750,73,-198,-238,-170,-112,-6,113,82,25,101,125,163,98,90,95,110,2972000,2393000,LUCAS_point,2980500,2350500,0.9671338802875746,
00000000000000009eff_0,Artificial land,1,39202338,1521000,2261500,2659500,1314000,1209000,123,-364,-430,-324,-265,-144,231,165,92,220,277,357,236,242,88,123,2268000,1329000,LUCAS_point,2550000,1871000,0.9664533363818161,
00000000000000009f79_0,Artificial land,1,39022328,1538833,1605000,1732000,1768000,1582000,31,-97,-118,-73,-42,6,24,-1,-17,11,24,45,3,15,36,-4,1647000,1603500,LUCAS_point,1821500,1515000,0.9579035286179249,
00000000000000009f7b_0,Artificial land,1,39322278,4312500,4399000,4746333,3218500,3546000,98,-109,-151,-60,-1,160,30,1,-19,19,38,55,8,21,7,1,4378000,4144000,LUCAS_point,4003000,2617000,0.9578434998787291,
00000000000000009f9c_0,Artificial land,1,39542416,1622000,1934750,2127250,1369250,1326000,66,-431,-442,-408,-339,-213,137,113,63,140,174,208,133,166,46,80,2208250,1675500,LUCAS_point,3187000,2765500,0.9556812561593937,
00000000000000009fb4_0,Artificial land,1,39822232,2021000,2274500,2467000,1818500,1805000,71,-181,-209,-144,-92,132,71,54,12,68,100,138,80,60,75,86,2312000,2025500,LUCAS_point,2420500,1851000,0.9534612491931234,
00000000000000009fc9_0,Artificial land,1,38902356,1502500,2022500,2336750,1398000,1418000,64,-256,-282,-229,-187,3,148,131,67,164,178,234,170,173,83,111,2247333,1605000,LUCAS_point,2248667,1708000,0.9516215360917507,
0000000000000000a0d7_0,Artificial land,1,39422260,2181000,2346000,2498000,2244000,2142000,98,-231,-256,-215,-191,-120,2,-10,-23,1,26,89,26,-4,61,89,2281000,2230000,LUCAS_point,3252000,2818000,0.9334697559448013,
0000000000000000a106_0,Artificial land,1,40262272,1519000,1893000,2109000,1222000,1123000,93,-436,-468,-413,-380,1,149,138,67,162,208,276,147,209,122,124,1979000,1342000,LUCAS_point,2674000,2277000,0.9310796719620249,
0000000000000000a15d_0,Artificial land,1,39442254,1925000,2375000,2601000,1733000,1777000,53,-208,-256,-173,-133,-55,111,46,24,77,109,176,67,92,140,48,2794500,2355000,LUCAS_point,2533000,2068000,0.9255334005334005,
0000000000000000a179_0,Artificial land,1,40022232,2651000,2955000,3191000,2144000,2253000,71,-234,-274,-197,-170,-61,108,64,24,87,104,125,64,83,92,95,3215000,2679000,LUCAS_point,3430000,2663000,0.9243851622777769,
