system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
0000000000000000a016_0,Artificial land,1,54301646,1873000,2202000,2442000,1644000,1615000,76,-320,-385,-275,-248,-182,116,104,88,115,131,150,108,118,34,118,2471833,1923000,LUCAS_point,2890000,2392000,0.9467461964787941,
0000000000000000a298_0,Artificial land,1,54021638,1621500,2050500,2248000,1580500,1535000,68,-251,-285,-196,-133,-20,140,108,82,131,146,203,124,131,127,124,2180500,1603000,LUCAS_point,2293500,1610000,0.9061010891832458,
0000000000000000a328_0,Artificial land,1,52861698,2662000,3197000,3570000,2539000,2609000,60,-138,-194,-68,-8,36,115,71,37,97,127,164,85,97,115,90,3685000,3010000,LUCAS_point,3203000,2156000,0.8959494664643539,
00000000000000007b6a_0,Woodland,3,53901708,593000,1408000,1749000,716000,556000,98,-158,-203,-99,-7,427,604,555,300,605,631,674,583,630,34,603,1531000,378000,LUCAS_point,717000,372000,1,
00000000000000007b6d_0,Woodland,3,53961700,549000,1396000,1739500,719000,556500,70,-78,-132,-16,80,346,661,609,315,663,688,722,667,700,18,594,1831000,359000,LUCAS_point,613000,283500,1,
00000000000000007b6e_0,Woodland,3,53961702,584000,1556000,1932000,719000,575000,58,-136,-201,-93,-30,278,678,654,528,686,704,721,689,693,13,673,1936000,355000,LUCAS_point,718000,327000,1,
00000000000000007b6f_0,Woodland,3,53961708,541000,1360000,1640000,741000,571000,50,-147,-174,-72,38,246,625,566,419,612,649,691,584,645,22,483,1495000,356000,LUCAS_point,688000,299000,1,
00000000000000007b73_0,Woodland,3,54021696,605500,1523000,1943000,756500,618500,78,-211,-253,-166,-84,375,629,608,270,634,676,702,643,651,77,614,1988000,408000,LUCAS_point,894000,438000,1,
00000000000000007b74_0,Woodland,3,54041712,595000,1451000,1812000,724000,578000,85,-157,-197,-40,29,252,653,601,440,659,675,695,659,661,35,658,1827000,365000,LUCAS_point,702000,355000,1,
00000000000000007b75_0,Woodland,3,54061738,588000,1444000,1790000,748000,619000,60,-196,-241,-106,97,473,565,518,311,578,692,722,568,693,16,418,1516000,377000,LUCAS_point,805000,379000,1,
00000000000000007b77_0,Woodland,3,54081708,536000,1332000,1767000,697000,545000,95,-125,-195,-42,99,220,669,632,449,661,691,715,643,693,22,633,1686000,334000,LUCAS_point,601000,277000,1,
00000000000000007b7b_0,Woodland,3,54121704,492000,1160000,1432000,745000,566000,81,-63,-122,-6,226,418,630,530,329,602,656,670,594,633,16,530,1396000,356000,LUCAS_point,556000,260000,1,
00000000000000007b7c_0,Woodland,3,54121748,710000,1412500,1638500,798500,690000,72,-192,-223,-133,4,402,484,434,247,478,553,597,475,491,54,483,1600500,524000,LUCAS_point,850000,473500,1,
00000000000000007b7d_0,Woodland,3,54141746,615500,1410500,1664000,756000,606500,81,-88,-123,-25,37,305,622,569,290,609,640,664,596,627,18,596,1677500,379000,LUCAS_point,634000,332000,1,
00000000000000008fc3_0,Shrubland,4,54241620,1224000,1936500,2235750,1122250,1014000,73,-412,-432,-395,-368,-300,439,380,305,410,445,517,426,378,58,413,2183500,903500,LUCAS_point,2317333,1475000,0.5164997368276937,
0000000000000000901d_0,Shrubland,4,53541684,1453500,2541000,2951500,1141500,1126000,64,-419,-455,-395,-374,-316,508,474,418,499,515,573,513,482,47,506,2896000,962000,LUCAS_point,2599000,1643500,0.5076442026442026,
00000000000000009055_0,Shrubland,4,54421580,1309667,1811000,2042000,1252333,1127000,109,-411,-429,-400,-376,-289,346,206,185,277,384,471,257,211,21,417,2023000,1111000,LUCAS_point,2569500,1579000,0.502485996902064,
00000000000000007fe4_0,Bare land,6,53421688,1823000,1896500,2019500,1532500,1491000,141,-289,-323,-230,-149,211,-10,-31,-100,-7,37,61,29,0,106,-31,1660000,1643500,LUCAS_point,2283000,1995500,0.21223246137491236,
00000000000000008003_0,Bare land,6,53641620,2394000,2701000,3027000,1970000,1956000,80,-339,-367,-313,-296,-243,125,109,86,115,127,156,119,111,105,123,2975000,2306000,LUCAS_point,3799000,2557000,0.1981017354780761,
000000000000000080c8_0,Bare land,6,53601730,2098000,2665000,2957000,1585000,1643000,68,-461,-491,-442,-420,-257,220,203,138,227,298,340,208,295,23,164,3021000,1721000,LUCAS_point,4234000,3018000,0.12236172114079091,
000000000000000080d5_0,Bare land,6,54341580,1924000,2274250,2475500,1704500,1651500,79,-229,-242,-216,-189,-70,157,62,43,78,133,273,67,63,4,244,2344833,1843667,LUCAS_point,2555000,1780500,0.11976416214956113,
00000000000000008149_0,Bare land,6,53961748,1703000,1988000,2193000,1326000,1382000,176,-363,-452,-343,-173,637,228,125,0,228,306,346,207,326,11,50,2298000,1388000,LUCAS_point,2657000,1919000,0.07936241025056814,
0000000000000000815f_0,Bare land,6,54241616,1554833,1993000,2222250,1428000,1351000,77,-376,-403,-330,-309,-273,208,124,106,160,317,450,153,128,113,368,2207750,1429333,LUCAS_point,2732333,1905000,0.07401554034983017,
00000000000000008168_0,Bare land,6,54121686,1484000,1652000,1702000,1119000,1108000,105,-340,-369,-301,-153,348,83,38,-99,64,80,103,43,71,20,-43,1564000,1368000,LUCAS_point,2080000,1714000,0.07262059211947614,
0000000000000000819f_0,Bare land,6,54121750,1633000,2231000,2481000,1178000,1206000,111,-410,-445,-349,-324,70,396,252,116,315,381,491,262,255,113,344,2555000,1307000,LUCAS_point,2552000,1888000,0.06141748291204813,
000000000000000081b1_0,Bare land,6,54221624,701000,1166000,1309000,998000,821000,115,-209,-286,-136,37,348,318,249,190,325,372,408,360,379,101,237,1144000,652500,LUCAS_point,1062500,664000,0.05758720684242506,
000000000000000081c4_0,Bare land,6,54001750,1614000,2253500,2480500,1196500,1254500,66,-339,-383,-307,-240,-23,292,279,219,304,342,408,321,300,88,315,2432500,1324000,LUCAS_point,2314500,1623000,0.05313982382343513,
00000000000000008218_0,Bare land,6,54101730,1137000,1490000,1670500,1124500,1009000,91,-371,-396,-341,-297,136,305,240,163,270,302,365,256,252,61,284,1700500,963500,LUCAS_point,2118000,1540500,0.035604917743075636,
0000000000000000823b_0,Bare land,6,54241630,1159000,1672250,1831500,1054000,911000,218,-253,-345,-86,190,781,266,185,50,265,309,395,267,314,71,100,1564500,814500,LUCAS_point,1081250,734500,0.03037486253286527,
