system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
0000000000000000a3f1_0,Artificial land,1,46483938,1688000,1864500,1968750,2112500,1950000,134,45,-2,64,171,554,25,-1,-22,14,26,55,-2,15,59,-7,2105500,2055250,LUCAS_point,1657750,1255750,0.8830356280356281,
0000000000000000a430_0,Artificial land,1,45423962,1190500,1378000,1490000,1210500,950500,182,-271,-312,-219,-63,522,34,11,-38,37,102,139,41,67,92,-10,1529000,1287000,LUCAS_point,1522500,1175000,0.8790112579476407,
00000000000000006da4_0,Woodland,3,45144132,718000,1591000,1917000,902000,687000,112,-233,-261,-116,403,502,416,387,250,563,606,639,531,614,16,312,1802000,467000,LUCAS_point,885000,418000,1,
00000000000000006db4_0,Woodland,3,45164094,745500,1737000,2005500,899500,721000,75,-125,-177,-48,309,598,465,444,280,592,688,729,552,706,26,238,2044500,473000,LUCAS_point,764500,351000,1,
00000000000000006dc0_0,Woodland,3,45184060,680000,1800000,2188000,834000,658000,49,-132,-177,-71,197,555,627,547,284,690,739,787,691,745,20,329,2162000,375000,LUCAS_point,724000,314000,1,
00000000000000006dc1_0,Woodland,3,45184064,759500,1723500,2082500,903000,722500,81,-208,-237,-147,8,446,556,522,398,600,626,671,601,641,17,398,1996000,481000,LUCAS_point,987000,457000,1,
00000000000000006dc2_0,Woodland,3,45184066,628500,1574000,2020500,835500,659500,64,-90,-153,-22,181,634,608,540,293,655,706,754,632,711,52,320,1979500,401000,LUCAS_point,694500,281000,1,
00000000000000006dc3_0,Woodland,3,45184094,713000,1828000,2253500,907500,721000,69,-128,-199,-27,194,610,563,510,296,654,718,762,650,721,31,316,2386500,456500,LUCAS_point,760000,344000,1,
00000000000000006dc4_0,Woodland,3,45184100,779000,2117000,2546000,908000,743000,74,-194,-213,-149,191,505,537,515,281,659,738,769,705,746,37,246,2728000,464000,LUCAS_point,989000,435000,1,
00000000000000006dc5_0,Woodland,3,45184102,744500,1740500,2112500,919000,735000,86,-188,-220,-154,299,625,455,410,224,613,653,686,626,661,17,242,2049500,485000,LUCAS_point,896500,409000,1,
00000000000000006dc6_0,Woodland,3,45184106,729000,1779000,2154000,876000,685000,71,-122,-203,-12,393,582,565,436,322,622,689,722,559,692,11,241,2054000,421000,LUCAS_point,698000,348000,1,
00000000000000006dc7_0,Woodland,3,45184108,661000,1452500,1763000,869500,678000,87,-116,-174,67,396,680,519,410,253,544,656,713,546,675,24,316,1793000,441000,LUCAS_point,585000,285000,1,
00000000000000006dc8_0,Woodland,3,45184114,713000,1743000,2116000,879000,689000,69,-140,-208,8,228,585,585,535,303,601,662,718,568,662,17,290,1948000,446000,LUCAS_point,729000,334000,1,
00000000000000006dd5_0,Woodland,3,45204080,690000,1658000,1927000,891000,693000,82,-173,-196,-105,222,509,535,492,293,608,705,760,610,737,15,352,1946000,430000,LUCAS_point,807000,341000,1,
00000000000000006dd6_0,Woodland,3,45204092,631000,1396500,1649500,885500,680000,71,-138,-181,-37,271,608,429,393,155,538,635,687,520,640,19,194,1713500,440500,LUCAS_point,757000,332500,1,
00000000000000006de3_0,Woodland,3,45224042,647429,1449500,1705500,862821,661250,56,-147,-203,-55,225,545,529,435,173,577,666,730,445,673,19,199,1558500,406833,LUCAS_point,709000,303750,1,
00000000000000006de4_0,Woodland,3,45224054,643714,1317333,1562667,873500,668000,73,-76,-120,-14,265,598,471,419,132,542,637,701,431,652,18,133,1406000,405000,LUCAS_point,574000,261250,1,
00000000000000006de5_0,Woodland,3,45224070,599250,1271800,1545667,853000,665500,108,-70,-115,-2,284,684,479,396,184,552,611,638,431,610,19,189,1512333,407667,LUCAS_point,620000,289000,1,
00000000000000006de6_0,Woodland,3,45224072,667000,1745000,2223000,865000,669000,49,-83,-131,-22,246,567,627,568,182,683,727,758,715,733,22,124,2245000,414000,LUCAS_point,674000,278000,1,
00000000000000006de7_0,Woodland,3,45224086,704000,1510000,1758000,875000,671000,92,-160,-199,-24,280,618,518,428,201,521,599,644,475,609,19,228,1710000,451000,LUCAS_point,769000,351000,1,
00000000000000006de8_0,Woodland,3,45224090,708000,1426500,1696500,891000,692000,106,-198,-232,-102,282,576,513,435,248,571,611,635,587,605,21,258,1740000,466500,LUCAS_point,868000,426000,1,
00000000000000006df1_0,Woodland,3,45244026,746500,1589000,1855000,909000,713667,52,-201,-232,-155,-8,327,560,527,351,580,614,688,543,611,13,412,1827500,472000,LUCAS_point,931000,420000,1,
00000000000000006df2_0,Woodland,3,45244056,746000,1605000,1921000,896000,723000,74,-207,-243,-147,123,566,498,473,197,587,639,708,509,647,15,176,1853000,459000,LUCAS_point,901000,401500,1,
00000000000000006dfc_0,Woodland,3,45263936,701000,1798000,2224000,909000,700000,76,-200,-254,-157,147,331,573,524,368,608,678,718,596,698,13,438,2077000,453000,LUCAS_point,930000,389000,1,
00000000000000006dfd_0,Woodland,3,45264032,649200,1398500,1611667,887200,682833,68,-102,-144,-47,143,419,490,452,232,556,623,669,552,632,29,254,1605667,439000,LUCAS_point,714750,355167,1,
00000000000000006dfe_0,Woodland,3,45264062,745286,1558333,1854000,910000,762750,74,-177,-205,-101,219,553,527,444,223,560,606,658,517,613,11,386,1892000,519000,LUCAS_point,875833,416000,1,
00000000000000006dff_0,Woodland,3,45264064,793500,1848250,2232500,871333,748250,54,-158,-202,-99,156,471,575,497,318,638,714,759,546,715,19,375,2328000,454500,LUCAS_point,882333,374000,1,
00000000000000006e00_0,Woodland,3,45264068,639000,1406000,1706250,854250,689500,51,-65,-103,-3,195,489,551,490,355,635,681,729,604,687,32,280,1793500,411500,LUCAS_point,625500,269500,1,
00000000000000006e01_0,Woodland,3,45264072,761000,1895250,2329667,899250,722250,87,-267,-299,-201,302,519,482,449,174,671,716,752,671,720,66,314,2505600,465667,LUCAS_point,1053000,454000,1,
00000000000000006e02_0,Woodland,3,45264104,613500,1419000,1717000,891500,659500,89,-36,-54,55,270,610,541,518,263,612,650,683,636,655,9,254,1700500,410500,LUCAS_point,603500,257500,1,
00000000000000006e10_0,Woodland,3,45284034,690000,1545000,1867333,899500,699200,48,-107,-163,-61,48,417,556,499,311,576,615,663,568,620,31,388,1609000,428200,LUCAS_point,737500,327000,1,
