system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
0000000000000000a052_0,Artificial land,1,42162092,1744750,1955750,2152000,1308500,1171000,74,-466,-491,-448,-397,-324,87,60,-3,83,100,133,77,89,18,54,1802000,1531333,LUCAS_point,3012000,2627333,0.9426253446526847,
0000000000000000a1ab_0,Artificial land,1,41781942,2184250,2462000,2740667,1363000,1376000,107,-440,-491,-398,-334,-31,131,80,15,100,122,146,84,110,39,72,2444000,1989000,LUCAS_point,3260000,2792000,0.9209692785101133,
0000000000000000a3a4_0,Artificial land,1,42222160,1761500,2157000,2439000,1543000,1492000,75,-281,-300,-265,-237,-187,172,119,62,142,161,196,127,136,71,141,2143000,1618000,LUCAS_point,2582000,2067000,0.8884679149494401,
0000000000000000a46a_0,Artificial land,1,42061954,2256500,2542500,2708250,1434000,1415500,137,-408,-447,-339,-260,197,114,40,9,63,96,138,55,58,39,63,2339500,2032000,LUCAS_point,2985500,2540500,0.8741751452277768,
0000000000000000804c_0,Bare land,6,42342130,1174667,1783500,1925000,1099333,1030667,278,-349,-384,-86,790,941,35,-130,-214,172,405,466,311,436,62,-180,1839500,913500,LUCAS_point,950000,582000,0.16550478830084092,
0000000000000000806b_0,Bare land,6,42362128,2053000,2596333,2895500,1445333,1443500,311,-411,-475,-340,508,843,-7,-2,-67,257,314,373,298,304,79,-3,2785000,1587750,LUCAS_point,2812000,2043000,0.15294445266059492,
000000000000000080e0_0,Bare land,6,42262152,391750,610500,650000,867000,581500,197,-193,-255,156,629,821,230,-22,-122,184,297,366,93,328,76,-99,491000,387500,LUCAS_point,467500,262000,0.1148426876248639,
000000000000000081ad_0,Bare land,6,42322126,916000,1365000,1481000,1084333,962667,206,-222,-319,-41,427,855,134,21,-53,193,291,351,215,308,49,-21,1466000,873000,LUCAS_point,873000,533000,0.058776644016918615,
000000000000000081bb_0,Bare land,6,42262148,464000,732500,791500,850500,552667,247,-281,-402,68,760,879,328,-111,-208,160,388,516,31,389,48,-145,625750,364000,LUCAS_point,506250,310000,0.0556994245647659,
000000000000000081f4_0,Bare land,6,42302060,824000,1339500,1604500,1030000,878000,87,-251,-309,-170,26,425,349,252,43,371,418,478,403,405,69,102,1640667,728500,LUCAS_point,1216833,775000,0.04144793530493679,
