system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
0000000000000000f92a_0,Artificial land,1,49763150,1660000,1854000,1932000,1653000,1535000,84,-113,-153,-88,-64,199,35,3,-38,11,40,79,-1,12,24,4,1732000,1615000,LUCAS_polygon,1859000,1495000,NA,
00000000000000000006_0,Cropland,2,50203086,1676500,2314000,2578500,1471500,1451000,256,-349,-393,-318,-250,650,150,119,42,163,235,546,164,364,21,64,2501000,1638500,LUCAS_polygon,2480000,1956500,NA,
0000000000000000001f_0,Cropland,2,50143088,1550000,2613000,2914000,1346000,1247000,242,-351,-408,-317,-175,536,650,161,79,293,595,723,226,171,39,197,2915000,1148000,LUCAS_polygon,2311000,1640000,NA,
0000000000000000014a_0,Cropland,2,50243186,1308500,1961500,2262000,1175000,1065500,212,-378,-418,-339,-270,582,492,240,74,308,445,609,301,302,42,118,2230500,1071500,LUCAS_polygon,2152500,1523500,NA,
00000000000000000252_0,Cropland,2,49023130,1705000,2273000,2503000,1426000,1393000,246,-335,-429,-310,-283,-79,117,95,50,126,352,737,100,534,5,90,2462000,1562000,LUCAS_polygon,2429000,1806000,NA,
0000000000000000050f_0,Cropland,2,50143092,1337000,2066000,2399000,1239000,1124000,265,-322,-405,-263,-219,490,655,223,165,370,577,723,270,276,102,299,2561000,1035000,LUCAS_polygon,1957000,1232000,NA,
00000000000000000568_0,Cropland,2,50143060,1643000,2141500,2381500,1362000,1378000,236,-308,-344,-272,-202,657,120,128,35,196,285,568,209,259,42,27,2327500,1513500,LUCAS_polygon,2176000,1498500,NA,
000000000000000005ab_0,Cropland,2,49483198,1868500,2268000,2559500,1452500,1409000,209,-350,-426,-318,-263,361,170,136,19,158,254,545,139,227,32,34,2416000,1571000,LUCAS_polygon,2830000,2196500,NA,
000000000000000005cd_0,Cropland,2,50223082,1253500,1944500,2194000,1207000,1092000,247,-360,-395,-330,-217,643,278,159,32,235,410,661,184,321,42,53,2212500,1117500,LUCAS_polygon,2168000,1478000,NA,
00000000000000000634_0,Cropland,2,50443070,1713000,2430000,2763500,1267500,1249000,263,-442,-484,-420,-235,461,187,173,53,260,481,623,292,494,46,98,2562000,1245500,LUCAS_polygon,2960500,2351500,NA,
