system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
00000000000000009ed9_0,Artificial land,1,35222584,1814500,2114500,2293000,1733500,1648000,120,-226,-260,-201,-142,27,124,58,36,73,115,179,67,71,85,96,2128000,1755000,LUCAS_point,2560500,2090500,0.9697989256678281,
00000000000000009f15_0,Artificial land,1,34182710,1746000,2476000,2646000,2487500,2472500,68,19,-117,124,211,282,93,31,-20,87,149,299,67,128,166,67,3104000,2408500,LUCAS_point,2116000,1534000,0.9643294834863011,
00000000000000009f42_0,Artificial land,1,34602716,2525000,2718000,2948000,2447000,2366000,91,-168,-182,-115,-76,81,58,14,-11,29,47,107,15,25,125,35,2662000,2520000,LUCAS_point,3165000,2698000,0.9614355794054503,
00000000000000009f4f_0,Artificial land,1,35062488,3187000,3443500,3627000,2952000,2919000,53,-85,-145,-25,7,114,16,-23,-53,-1,18,57,-20,-5,60,1,3207500,3219000,LUCAS_point,3004000,2613000,0.9607389680180044,
00000000000000009f8d_0,Artificial land,1,34762668,1766000,1965000,2164000,2090000,1944000,104,-71,-183,1,85,188,89,47,8,72,86,114,72,68,163,55,2278000,2017000,LUCAS_point,2041000,1616000,0.9567422572874079,
0000000000000000a0b9_0,Artificial land,1,34842702,1559000,1831500,2104500,1580500,1540500,102,-339,-392,-310,-264,83,215,158,98,190,231,284,153,214,95,179,2566000,1650500,LUCAS_point,2967000,2288000,0.9356677231724426,
0000000000000000a1bc_0,Artificial land,1,34582626,1235500,1332500,1423000,1427000,1240000,66,-174,-199,-156,-112,103,92,23,-45,47,76,110,26,47,21,58,1323500,1197000,LUCAS_point,1733500,1479500,0.9199066437776116,
0000000000000000a281_0,Artificial land,1,34222668,1876000,2367000,2626000,1584000,1559000,61,-309,-345,-267,-192,-41,236,162,125,216,271,334,161,259,79,145,2617000,1599000,LUCAS_point,2767000,2176000,0.9078233858029254,
0000000000000000a29d_0,Artificial land,1,34942708,1483500,1840500,2028500,1442500,1314000,147,-228,-261,-129,-4,390,186,56,-31,113,167,245,99,113,102,17,1677500,1304500,LUCAS_point,1950000,1375000,0.9055975603344024,
0000000000000000a35c_0,Artificial land,1,34842506,1540000,1776000,1983000,1305000,1236000,170,-452,-477,-422,-339,-81,127,114,56,132,143,171,130,136,53,90,1889000,1410000,LUCAS_point,2994000,2477000,0.8929012018726397,
