system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
0000000000000000a17f_0,Artificial land,1,52063608,1841000,2088000,2255000,1763000,1673000,151,-137,-171,-110,-59,451,64,41,9,64,78,156,47,76,148,9,2071000,1781000,LUCAS_point,2091000,1644000,0.9241155859265442,
0000000000000000a354_0,Artificial land,1,52063618,1371500,1628500,1768000,1996500,1757000,172,-77,-150,-51,-14,193,-2,-37,-88,-20,12,82,-18,-24,88,-64,1604000,1654500,LUCAS_point,1927500,1760500,0.8934987724896981,
0000000000000000a381_0,Artificial land,1,52123620,1420500,1532500,1628000,1484500,1314000,147,-146,-182,-119,-85,476,53,29,-29,55,74,107,45,69,12,66,1526000,1370000,LUCAS_point,1709500,1480000,0.8904148498834793,
0000000000000000a392_0,Artificial land,1,51623516,1805000,2184500,2387000,1818000,1689000,209,-277,-287,-201,-96,569,80,49,0,77,133,192,44,111,54,63,2249000,1766500,LUCAS_point,2658000,2231000,0.889780625789652,
0000000000000000a558_0,Artificial land,1,51523612,1491000,1825500,2061500,1443500,1332000,186,-247,-290,-224,-193,604,118,90,23,122,142,173,106,130,91,29,2006500,1534500,LUCAS_point,2075000,1637000,0.8569160391807945,
0000000000000000a693_0,Artificial land,1,52163714,1404500,1954000,2197000,1381500,1231000,176,-259,-281,-237,-202,518,142,131,42,198,223,270,211,219,62,49,1860500,1214500,LUCAS_point,1998000,1615500,0.836816212808839,
0000000000000000a6a9_0,Artificial land,1,52103618,933000,1246000,1375000,1165000,901000,204,-268,-325,-222,-31,326,62,45,-6,90,126,166,90,115,153,-6,920000,747000,LUCAS_point,1273000,953000,0.8349986199793645,
0000000000000000774f_0,Woodland,3,51043712,797000,2136000,2583000,942000,798000,172,-310,-339,-271,-198,321,419,419,228,631,769,812,544,780,47,212,2598000,535000,LUCAS_point,1354000,566000,1,
0000000000000000775a_0,Woodland,3,51063726,782000,1933000,2254000,936000,712000,133,-279,-323,-226,56,518,469,351,173,531,729,788,480,747,28,198,1941000,467000,LUCAS_point,1174000,479000,1,
0000000000000000775b_0,Woodland,3,51063740,700000,1580000,1916000,923000,748000,56,-90,-134,-10,181,539,610,462,275,608,669,734,567,672,20,384,1945000,479000,LUCAS_point,746000,314000,1,
00000000000000007760_0,Woodland,3,51083734,758000,1697500,2100500,962000,736000,105,-239,-295,-158,-24,443,527,444,169,551,684,753,539,706,18,234,2011000,516500,LUCAS_point,1007500,459000,1,
0000000000000000776a_0,Woodland,3,51103678,750500,1555500,1940500,968000,772000,127,-215,-256,-123,33,676,368,307,107,551,670,740,504,696,42,116,2005500,527500,LUCAS_point,976000,454000,1,
0000000000000000776d_0,Woodland,3,51123716,703000,1654000,1922000,915000,705000,103,-191,-252,-111,57,407,497,374,219,510,693,759,394,716,35,189,1853000,481000,LUCAS_point,898000,411000,1,
00000000000000007778_0,Woodland,3,51143638,722000,1643000,1928500,970500,753500,101,-234,-277,-166,-43,380,447,356,188,534,717,783,530,734,22,262,1907000,498500,LUCAS_point,982500,428000,1,
