system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
00000000000000008008_0,Bare land,6,48264770,1538250,1732000,1889083,1498675,1353000,381,-247,-345,-111,695,873,15,15,-40,73,115,162,70,102,24,30,1870333,1521000,LUCAS_point,1405000,1277500,0.19524699612741409,
0000000000000000803d_0,Bare land,6,48544786,1993667,2382667,2615000,1577750,1620333,403,-317,-354,-172,786,931,7,17,-60,95,136,157,135,128,12,24,2484500,1872000,LUCAS_point,1943000,1478500,0.17356313855744912,
00000000000000008140_0,Bare land,6,48144768,1553000,2221000,2383000,1818000,1843000,307,-98,-138,174,796,898,27,17,-50,61,151,227,127,131,132,34,2497000,1978000,LUCAS_point,830000,632000,0.08172749541080594,
000000000000000081e2_0,Bare land,6,47824922,2417000,2759000,2835000,3899000,2837000,189,-413,-478,631,815,934,-16,-27,-96,-1,532,655,187,626,4,-33,2743000,2493000,LUCAS_point,779000,651000,0.04662179700723344,
0000000000000000821d_0,Bare land,6,48744744,922333,1624250,1985500,1291167,916875,250,-292,-402,274,788,935,-10,-10,-88,130,421,519,138,447,50,-6,2000500,827667,LUCAS_point,988500,677000,0.03507347473147747,
000000000000000092c6_0,Water,7,48004848,519500,600500,635500,1126000,775000,180,617,256,689,792,943,-26,-146,-224,-78,17,33,-199,-117,14,30,561500,507000,LUCAS_point,191500,130500,0.9220192760705291,
000000000000000092fc_0,Water,7,48284914,532500,664500,778000,1205000,759000,148,556,362,653,799,936,-37,-63,-256,-14,24,80,-93,28,9,32,623000,521500,LUCAS_point,194000,136500,0.8955418540314198,
00000000000000009325_0,Water,7,48624782,626333,620000,676500,1170000,821800,140,557,295,687,789,918,-53,-151,-300,-30,33,148,-246,60,13,34,558500,588750,LUCAS_point,194500,116250,0.8673071811229706,
0000000000000000947e_0,Water,7,47924814,449500,641000,671000,1095000,675500,176,470,268,620,783,948,-15,-17,-170,11,54,204,21,69,39,19,657000,459000,LUCAS_point,237500,134000,0.47828644630838363,
0000000000000000949b_0,Water,7,48244752,745200,1234000,1393000,1068000,717333,285,-19,-105,138,721,871,-6,-21,-147,56,176,300,43,164,152,73,718667,491000,LUCAS_point,578667,293000,0.4410606770096642,
000000000000000094c6_0,Water,7,48724744,639917,879333,973667,1226000,882333,226,253,4,595,813,901,-82,-115,-225,-43,33,162,-184,67,219,-136,801333,703100,LUCAS_point,318250,196000,0.3898494000811981,
00000000000000009532_0,Wetland,8,47924840,778000,1073000,1304000,1107000,765000,250,-247,-317,79,713,934,6,6,-61,182,369,431,288,406,26,25,1346000,644000,LUCAS_point,922000,600000,0.9974358974358974,
00000000000000009534_0,Wetland,8,48104884,834500,1215000,1422000,1157500,816000,268,-298,-410,37,731,936,13,14,-60,163,358,450,155,400,66,24,1339000,683000,LUCAS_point,976000,660000,0.9952934662236987,
00000000000000009535_0,Wetland,8,48564944,741000,1030000,1228500,1107500,778500,319,-422,-488,-154,667,877,12,13,-53,218,371,447,248,421,22,28,1241500,647500,LUCAS_point,1275000,893500,0.9949717159019484,
00000000000000009538_0,Wetland,8,48224948,763000,1122000,1285000,1085000,765000,263,-274,-383,-59,705,927,6,6,-82,232,350,414,168,364,26,20,1257000,643000,LUCAS_point,916000,586000,0.9916138125440451,
0000000000000000953a_0,Wetland,8,48304952,1327500,2718500,3204500,1177000,1044000,196,-260,-311,-102,683,958,6,12,-75,353,637,729,426,704,60,22,3243000,850000,LUCAS_point,1364500,784500,0.9898713883016208,
0000000000000000953b_0,Wetland,8,48364872,825000,1167500,1399500,1186500,852500,226,-204,-355,196,769,941,7,9,-59,156,368,498,211,467,28,15,1488000,714500,LUCAS_point,827000,575000,0.9894987468671679,
00000000000000009543_0,Wetland,8,48584860,1035000,1687600,1923333,1152167,897083,205,-206,-360,-18,769,950,8,12,-79,294,457,530,354,510,36,19,2058500,802167,LUCAS_point,951000,606750,0.9874962859265185,
00000000000000009544_0,Wetland,8,47884824,853200,1254000,1499333,1174000,822667,278,-330,-402,-115,747,886,0,4,-61,209,335,432,227,382,17,31,1452000,736250,LUCAS_point,1178000,730000,0.9872503840245775,
0000000000000000954d_0,Wetland,8,48544868,1340750,2032667,2438333,1230500,945667,131,-96,-227,52,722,944,9,19,-69,338,443,526,361,489,41,28,2277000,873167,LUCAS_point,806000,532250,0.9854012654012654,
0000000000000000954f_0,Wetland,8,48644854,1113500,1674500,2018500,1253000,954000,229,-305,-467,-81,757,947,9,13,-72,320,449,531,359,498,14,22,2125500,862000,LUCAS_point,1096500,707000,0.9850598109900436,
00000000000000009559_0,Wetland,8,48644914,1435000,2539000,3120000,1170000,1022000,180,-302,-359,-114,776,869,6,9,-60,342,551,608,443,592,25,16,3205000,1050000,LUCAS_point,1463000,854000,0.9818123020533077,
0000000000000000955a_0,Wetland,8,48104880,845000,1298000,1511000,1079000,822000,313,-452,-528,-274,640,919,7,14,-56,262,387,488,269,449,21,20,1550000,706000,LUCAS_point,1388000,988000,0.9813765826707549,
0000000000000000955c_0,Wetland,8,48144722,1620000,2260000,2848750,1235000,1055000,145,-112,-304,275,793,951,7,10,-77,350,492,529,427,505,50,24,2926667,1041600,LUCAS_point,925000,602000,0.9810536539254084,
0000000000000000955e_0,Wetland,8,48004836,1093000,1475000,1774000,1254000,933000,213,-99,-191,90,756,946,3,9,-71,225,352,436,256,376,31,37,1587000,833000,LUCAS_point,806000,466000,0.9807391156937436,
00000000000000009563_0,Wetland,8,48384926,934000,1443000,1727000,1152000,880000,240,-290,-371,-85,671,945,10,12,-60,207,410,508,269,491,45,30,1698000,785000,LUCAS_point,1085000,710000,0.9789274779318105,
00000000000000009566_0,Wetland,8,48504852,781333,1054000,1206000,1114000,806100,290,-317,-434,46,681,947,10,14,-81,191,288,322,204,292,31,17,1245083,686667,LUCAS_point,865500,749500,0.9784535533219744,
00000000000000009575_0,Wetland,8,48184866,740000,1039750,1202000,1096000,768000,337,-408,-511,-94,652,940,9,14,-55,162,341,395,189,359,41,30,1171000,625667,LUCAS_point,1129000,815000,0.9749833887043189,
00000000000000009579_0,Wetland,8,48164880,837000,1156000,1423000,1253000,842000,322,-432,-495,86,638,935,7,15,-79,160,317,500,189,454,19,18,1415000,745000,LUCAS_point,1316000,902000,0.9743049230670658,
0000000000000000957c_0,Wetland,8,48344838,1376000,2242750,2715500,1237000,988500,154,-210,-320,196,744,932,14,10,-65,310,475,583,396,530,98,9,2585667,952250,LUCAS_point,993750,619500,0.973660827955439,
0000000000000000957e_0,Wetland,8,48304892,1249000,1845000,2106000,1307000,1011000,166,-197,-306,202,723,936,13,13,-67,175,405,489,310,468,69,31,2348000,1034000,LUCAS_point,993000,647000,0.9728770157487703,
00000000000000009582_0,Wetland,8,48644924,1051500,1658250,2011500,1115667,850833,197,-300,-403,-138,664,864,6,18,-40,300,477,567,353,541,49,26,1984900,737000,LUCAS_point,1144000,716500,0.9725842949884185,
00000000000000009584_0,Wetland,8,47924810,718000,1102000,1297500,1063500,769000,229,-128,-268,178,765,926,-5,-5,-65,206,334,461,233,396,32,2,1332500,621000,LUCAS_point,797000,544500,0.9725233078458885,
00000000000000009594_0,Wetland,8,48064794,816857,1261071,1455375,1155000,837000,276,-285,-419,71,778,949,1,3,-70,162,414,497,234,475,21,24,1509917,762933,LUCAS_point,941000,684500,0.9691337180335172,
00000000000000009599_0,Wetland,8,48064800,927500,1244000,1515000,1236000,908000,272,-219,-386,13,773,949,1,5,-83,185,357,397,209,374,16,27,1433667,783000,LUCAS_point,876667,620800,0.9682765648220998,
000000000000000095a2_0,Wetland,8,48524926,1358000,2821000,3379000,1123000,943000,152,-324,-374,-153,754,928,11,14,-52,431,594,690,515,668,24,17,3301000,853000,LUCAS_point,1398000,747000,0.9667072077266979,
000000000000000095a3_0,Wetland,8,48284852,985500,1460500,1770000,1098500,826000,233,-272,-474,-129,761,941,8,8,-67,319,450,519,400,492,38,7,1944000,773000,LUCAS_point,1028500,640500,0.9661655363379501,
000000000000000095aa_0,Wetland,8,48404948,1106500,1930000,2301500,1277000,946000,249,-335,-427,-199,763,891,2,5,-60,275,461,533,331,513,45,16,2140500,763500,LUCAS_point,1278500,760000,0.964969888239257,
000000000000000095ca_0,Wetland,8,48624844,1489667,2183000,2587000,1233667,915000,124,-90,-240,28,701,935,23,22,-54,362,484,550,453,495,42,35,2669000,910000,LUCAS_point,941000,517000,0.9597054692703605,
000000000000000095d0_0,Wetland,8,48364874,993000,1428500,1665000,1300000,927000,280,-349,-507,181,772,942,7,8,-71,147,371,487,181,443,31,24,1701667,756875,LUCAS_point,976500,740000,0.957786627260764,
000000000000000095d7_0,Wetland,8,48384930,857000,1445000,1707000,1115000,857000,280,-378,-437,-153,664,936,15,14,-76,210,373,491,236,461,20,21,1552000,733000,LUCAS_point,1248000,816000,0.9573470132772458,
